Ranking Week,Rank,Name,Country,Points,Tournaments,Member ID
9/24/2019,40,LEE Dong Keun,KOR,34385,19,64933
9/24/2019,41,Subhankar DEY,IND,34080,20,60967
9/24/2019,42,Suppanyu AVIHINGSANON,THA,33996,23,46874
9/24/2019,43,HEO Kwang Hee,KOR,33857,16,68718
9/24/2019,44,Rajiv OUSEPH,ENG,33342,13,51613
9/24/2019,45,Misha ZILBERMAN,ISR,31934,21,52953
9/24/2019,46,Tanongsak SAENSOMBOONSUK,THA,31870,17,54513
9/24/2019,47,Kazumasa SAKAI,JPN,31690,17,91280
9/24/2019,48,Thomas ROUXEL,FRA,30947,23,38500
9/24/2019,49,Kunlavut VITIDSARN,THA,30750,13,64032
9/24/2019,50,Victor SVENDSEN,DEN,29520,14,59420
9/24/2019,51,Lucas CORVEE,FRA,29189,20,89416
9/24/2019,52,SUN Fei Xiang,CHN,28770,14,57762
9/24/2019,53,ZHOU Ze Qi,CHN,27690,15,91093
9/24/2019,54,Toma Junior POPOV,FRA,27501,16,61628
9/24/2019,55,Ygor COELHO,BRA,27280,17,96429
9/24/2019,56,SOONG Joo Ven,MAS,27217,12,87117
9/24/2019,57,Firman Abdul KHOLIK,INA,26950,11,61797
9/24/2019,58,Toby PENTY,ENG,26899,15,88523
9/24/2019,59,Chico Aura DWI WARDOYO,INA,26870,17,71408
9/24/2019,60,Tien Minh NGUYEN,VIE,26775,11,14107
9/24/2019,61,LU Chia Hung,TPE,26450,12,91254
9/24/2019,62,Pablo ABIAN,ESP,26434,19,14251
9/24/2019,63,Kevin CORDON,GUA,26433,12,54897
9/24/2019,64,LIN Yu Hsien,TPE,26350,12,91665
9/24/2019,65,Jason Anthony HO-SHUE,CAN,25871,23,93791
9/24/2019,66,LEE Hyun Il,KOR,25450,9,11704
9/24/2019,67,Ihsan Maulana MUSTOFA,INA,25338,14,74154
9/24/2019,68,CHEAM June Wei,MAS,25323,13,92796
9/24/2019,69,Vladimir MALKOV,RUS,25055,18,51682
9/24/2019,70,LI Shi Feng,CHN,24970,9,95476
9/24/2019,71,SOO Teck Zhi,MAS,23730,18,76106
9/24/2019,72,Iskandar ZULKARNAIN,MAS,23720,13,31871
9/24/2019,73,Lakshya SEN,IND,23650,12,68870
9/24/2019,74,Lucas CLAERBOUT,FRA,23540,20,89506
9/24/2019,75,Felix BURESTEDT,SWE,23050,16,83985
9/24/2019,76,Nhat NGUYEN,IRL,22788,19,85095
9/24/2019,77,Kodai NARAOKA,JPN,22550,9,62063
9/24/2019,78,Luís Enrique PEÑALVER,ESP,22258,21,71221
9/24/2019,79,Yu IGARASHI,JPN,22250,14,64179
9/24/2019,80,Osleni GUERRERO,CUB,21929,11,52364
9/24/2019,81,Ade Resky DWICAHYO,AZE,21530,21,78890
9/24/2019,82,Brian YANG,CAN,21422,18,63122
9/24/2019,83,Kai SCHAEFER,GER,21290,20,20808
9/24/2019,84,Kalle KOLJONEN,FIN,21128,22,92655
9/24/2019,85,Lino MUNOZ,MEX,20978,18,96461
9/24/2019,86,LIN Chun-Yi,TPE,20480,10,86114
9/24/2019,87,Ajay JAYARAM,IND,20280,14,55351
9/24/2019,88,Raul MUST,EST,20149,16,51531
9/24/2019,89,REN Peng Bo,CHN,20100,11,91204
9/24/2019,90,Gergely KRAUSZ,HUN,19844,24,56755
9/24/2019,91,LIU Hai Chao,CHN,19810,9,97959
9/24/2019,92,Eetu HEINO,FIN,19780,21,54484
9/24/2019,93,Artem POCHTAROV,UKR,19510,17,20301
9/24/2019,94,Kim BRUUN,DEN,19370,15,96545
9/24/2019,95,Minoru KOGA,JPN,19064,12,80062
9/24/2019,96,Sergey SIRANT,RUS,18980,15,93878
9/24/2019,97,HSU Jen Hao,TPE,18880,8,67100
9/24/2019,98,Michal ROGALSKI,POL,18597,23,53381
9/24/2019,99,Luka WRABER,AUT,18160,23,56274
9/17/2019,1,Kento MOMOTA,JPN,108318,17,89785
9/17/2019,2,CHOU Tien Chen,TPE,86678,20,34810
9/17/2019,3,SHI Yu Qi,CHN,83301,14,57945
9/17/2019,4,Anders ANTONSEN,DEN,72949,16,91554
9/17/2019,5,CHEN Long,CHN,72830,17,75787
9/17/2019,6,Jonatan CHRISTIE,INA,70058,19,73442
9/17/2019,7,Viktor AXELSEN,DEN,69508,12,25831
9/17/2019,8,SON Wan Ho,KOR,65150,11,54346
9/17/2019,9,Anthony Sinisuka GINTING,INA,64792,20,95661
9/17/2019,10,KIDAMBI Srikanth,IND,62130,16,93627
9/17/2019,11,NG Ka Long Angus,HKG,59142,19,45171
9/17/2019,12,Kenta NISHIMOTO,JPN,56913,20,85394
9/17/2019,13,Kantaphon WANGCHAROEN,THA,55729,22,92508
9/17/2019,14,LEE Zii Jia,MAS,52885,16,81561
9/17/2019,15,SAI PRANEETH B.,IND,51650,16,42776
9/17/2019,16,Sameer VERMA,IND,51389,18,77003
9/17/2019,17,Kanta TSUNEYAMA,JPN,50948,20,57823
9/17/2019,18,Tommy SUGIARTO,INA,49940,21,14587
9/17/2019,19,LIN Dan,CHN,49470,21,50906
9/17/2019,20,Jan O JORGENSEN,DEN,44740,15,54431
9/17/2019,21,LU Guang Zu,CHN,44419,18,77427
9/17/2019,22,Rasmus GEMKE,DEN,42251,16,62855
9/17/2019,23,HUANG Yu Xiang,CHN,41920,15,71261
9/17/2019,24,Sitthikom THAMMASIN,THA,41907,19,58963
9/17/2019,25,PRANNOY H. S.,IND,40535,18,83950
9/17/2019,26,Hans-Kristian Solberg VITTINGHUS,DEN,39740,17,53753
9/17/2019,27,LEE Cheuk Yiu,HKG,39521,20,94780
9/17/2019,28,Shesar Hiren RHUSTAVITO,INA,39294,16,81887
9/17/2019,29,WANG Tzu Wei,TPE,39075,21,87375
9/17/2019,30,Khosit PHETPRADAB,THA,38460,19,29449
9/17/2019,31,LOH Kean Yew,SGP,38454,18,76115
9/17/2019,32,WONG Wing Ki Vincent,HKG,38290,18,55280
9/17/2019,33,Sourabh VERMA,IND,38119,16,25925
9/17/2019,34,Mark CALJOUW,NED,37629,23,76973
9/17/2019,35,PARUPALLI Kashyap,IND,37310,18,53944
9/17/2019,36,LIEW Daren,MAS,36250,17,52864
9/17/2019,37,Suppanyu AVIHINGSANON,THA,35796,23,46874
9/17/2019,38,Brice LEVERDEZ,FRA,35454,20,52968
9/17/2019,39,LEE Dong Keun,KOR,34725,20,64933
9/17/2019,40,Koki WATANABE,JPN,34560,13,97174
9/17/2019,41,ZHAO Jun Peng,CHN,34185,16,95930
9/17/2019,42,Subhankar DEY,IND,34080,20,60967
9/17/2019,43,HEO Kwang Hee,KOR,33857,16,68718
9/17/2019,44,Rajiv OUSEPH,ENG,33342,13,51613
9/17/2019,45,Kazumasa SAKAI,JPN,32470,18,91280
9/17/2019,46,Misha ZILBERMAN,ISR,31934,21,52953
9/17/2019,47,Tanongsak SAENSOMBOONSUK,THA,31870,17,54513
9/17/2019,48,Thomas ROUXEL,FRA,30947,23,38500
9/17/2019,49,Kunlavut VITIDSARN,THA,30750,13,64032
9/17/2019,50,Firman Abdul KHOLIK,INA,30290,12,61797
9/17/2019,51,LEE Hyun Il,KOR,30250,10,11704
9/17/2019,52,LIN Yu Hsien,TPE,29740,13,91665
9/17/2019,53,Victor SVENDSEN,DEN,29520,14,59420
9/17/2019,54,Lucas CORVEE,FRA,29189,20,89416
9/17/2019,55,Ihsan Maulana MUSTOFA,INA,29168,15,74154
9/17/2019,56,SUN Fei Xiang,CHN,28770,14,57762
9/17/2019,57,ZHOU Ze Qi,CHN,27690,15,91093
9/17/2019,58,Tien Minh NGUYEN,VIE,27605,12,14107
9/17/2019,59,Toma Junior POPOV,FRA,27501,16,61628
9/17/2019,60,Ygor COELHO,BRA,27280,17,96429
9/17/2019,61,SOONG Joo Ven,MAS,27217,13,87117
9/17/2019,62,LU Chia Hung,TPE,26910,13,91254
9/17/2019,63,Toby PENTY,ENG,26899,15,88523
9/17/2019,64,Chico Aura DWI WARDOYO,INA,26870,18,71408
9/17/2019,65,Pablo ABIAN,ESP,26434,19,14251
9/17/2019,66,Kevin CORDON,GUA,26433,12,54897
9/17/2019,67,Lakshya SEN,IND,26170,13,68870
9/17/2019,68,Jason Anthony HO-SHUE,CAN,25871,23,93791
9/17/2019,69,CHEAM June Wei,MAS,25323,13,92796
9/17/2019,70,Vladimir MALKOV,RUS,25055,18,51682
9/17/2019,71,LI Shi Feng,CHN,24970,9,95476
9/17/2019,72,SOO Teck Zhi,MAS,24340,19,76106
9/17/2019,73,Kodai NARAOKA,JPN,23920,10,62063
9/17/2019,74,Iskandar ZULKARNAIN,MAS,23720,14,31871
9/17/2019,75,Lucas CLAERBOUT,FRA,23540,20,89506
9/17/2019,76,Felix BURESTEDT,SWE,23050,17,83985
9/17/2019,77,Nhat NGUYEN,IRL,22788,19,85095
9/17/2019,78,Osleni GUERRERO,CUB,22759,12,52364
9/17/2019,79,Yu IGARASHI,JPN,22330,15,64179
9/17/2019,80,Kai SCHAEFER,GER,22270,21,20808
9/17/2019,81,Luís Enrique PEÑALVER,ESP,22258,20,71221
9/17/2019,82,LIN Chun-Yi,TPE,22230,11,86114
9/17/2019,83,HSU Jen Hao,TPE,21880,9,67100
9/17/2019,84,Ade Resky DWICAHYO,AZE,21530,21,78890
9/17/2019,85,Brian YANG,CAN,21422,18,63122
9/17/2019,86,Kalle KOLJONEN,FIN,21128,21,92655
9/17/2019,87,Ajay JAYARAM,IND,20280,14,55351
9/17/2019,88,Lino MUNOZ,MEX,20218,18,96461
9/17/2019,89,Raul MUST,EST,20149,16,51531
9/17/2019,90,REN Peng Bo,CHN,20100,11,91204
9/17/2019,91,Gergely KRAUSZ,HUN,19844,23,56755
9/17/2019,92,LIU Hai Chao,CHN,19810,9,97959
9/17/2019,93,Eetu HEINO,FIN,19780,21,54484
9/17/2019,94,Artem POCHTAROV,UKR,19510,16,20301
9/17/2019,95,Kim BRUUN,DEN,19370,15,96545
9/17/2019,96,Minoru KOGA,JPN,19064,12,80062
9/17/2019,97,Sergey SIRANT,RUS,18980,15,93878
9/17/2019,98,Michal ROGALSKI,POL,18217,22,53381
9/17/2019,99,Luka WRABER,AUT,18160,24,56274
9/10/2019,1,Kento MOMOTA,JPN,108318,17,89785
9/10/2019,2,CHOU Tien Chen,TPE,86678,20,34810
9/10/2019,3,SHI Yu Qi,CHN,83301,14,57945
9/10/2019,4,Anders ANTONSEN,DEN,72949,16,91554
9/10/2019,5,CHEN Long,CHN,72830,17,75787
9/10/2019,6,Jonatan CHRISTIE,INA,70058,19,73442
9/10/2019,7,Viktor AXELSEN,DEN,69508,12,25831
9/10/2019,8,SON Wan Ho,KOR,65150,11,54346
9/10/2019,9,Anthony Sinisuka GINTING,INA,64792,20,95661
9/10/2019,10,KIDAMBI Srikanth,IND,62130,16,93627
9/10/2019,11,NG Ka Long Angus,HKG,59142,19,45171
9/10/2019,12,Kenta NISHIMOTO,JPN,56913,20,85394
9/10/2019,13,Kantaphon WANGCHAROEN,THA,55729,22,92508
9/10/2019,14,LEE Zii Jia,MAS,52885,16,81561
9/10/2019,15,SAI PRANEETH B.,IND,51650,16,42776
9/10/2019,16,Sameer VERMA,IND,51389,18,77003
9/10/2019,17,Kanta TSUNEYAMA,JPN,50948,20,57823
9/10/2019,18,Tommy SUGIARTO,INA,49940,21,14587
9/10/2019,19,LIN Dan,CHN,49470,21,50906
9/10/2019,20,Jan O JORGENSEN,DEN,44740,15,54431
9/10/2019,21,LU Guang Zu,CHN,44419,18,77427
9/10/2019,22,Rasmus GEMKE,DEN,42251,16,62855
9/10/2019,23,HUANG Yu Xiang,CHN,41920,15,71261
9/10/2019,24,Sitthikom THAMMASIN,THA,41907,19,58963
9/10/2019,25,PRANNOY H. S.,IND,40535,18,83950
9/10/2019,26,Hans-Kristian Solberg VITTINGHUS,DEN,39740,17,53753
9/10/2019,27,LOH Kean Yew,SGP,39724,19,76115
9/10/2019,28,LEE Cheuk Yiu,HKG,39521,20,94780
9/10/2019,29,Shesar Hiren RHUSTAVITO,INA,39294,16,81887
9/10/2019,30,WANG Tzu Wei,TPE,39075,21,87375
9/10/2019,31,Khosit PHETPRADAB,THA,38460,19,29449
9/10/2019,32,WONG Wing Ki Vincent,HKG,38290,18,55280
9/10/2019,33,Mark CALJOUW,NED,37629,22,76973
9/10/2019,34,PARUPALLI Kashyap,IND,37310,18,53944
9/10/2019,35,LIEW Daren,MAS,36250,16,52864
9/10/2019,36,Suppanyu AVIHINGSANON,THA,35796,23,46874
9/10/2019,37,Brice LEVERDEZ,FRA,35454,20,52968
9/10/2019,38,Sourabh VERMA,IND,34839,15,25925
9/10/2019,39,LEE Dong Keun,KOR,34725,20,64933
9/10/2019,40,ZHAO Jun Peng,CHN,34185,16,95930
9/10/2019,41,Subhankar DEY,IND,34130,20,60967
9/10/2019,42,HEO Kwang Hee,KOR,33857,15,68718
9/10/2019,43,Rajiv OUSEPH,ENG,33342,13,51613
9/10/2019,44,Koki WATANABE,JPN,33110,12,97174
9/10/2019,45,Kazumasa SAKAI,JPN,32470,18,91280
9/10/2019,46,Misha ZILBERMAN,ISR,31934,21,52953
9/10/2019,47,Thomas ROUXEL,FRA,31477,23,38500
9/10/2019,48,Tanongsak SAENSOMBOONSUK,THA,31060,16,54513
9/10/2019,49,Kunlavut VITIDSARN,THA,30750,12,64032
9/10/2019,50,Firman Abdul KHOLIK,INA,30290,11,61797
9/10/2019,51,Victor SVENDSEN,DEN,29520,14,59420
9/10/2019,52,Toby PENTY,ENG,29229,15,88523
9/10/2019,53,Lucas CORVEE,FRA,29189,19,89416
9/10/2019,54,Ihsan Maulana MUSTOFA,INA,29168,15,74154
9/10/2019,55,ZHOU Ze Qi,CHN,27690,15,91093
9/10/2019,56,Toma Junior POPOV,FRA,27501,16,61628
9/10/2019,57,Ygor COELHO,BRA,27280,17,96429
9/10/2019,58,LIN Yu Hsien,TPE,27180,12,91665
9/10/2019,59,LU Chia Hung,TPE,26910,13,91254
9/10/2019,60,Chico Aura DWI WARDOYO,INA,26870,17,71408
9/10/2019,61,LEE Hyun Il,KOR,26850,9,11704
9/10/2019,62,Pablo ABIAN,ESP,26434,19,14251
9/10/2019,63,Kevin CORDON,GUA,26433,12,54897
9/10/2019,64,Tien Minh NGUYEN,VIE,26095,12,14107
9/10/2019,65,Vladimir MALKOV,RUS,25955,18,51682
9/10/2019,66,Jason Anthony HO-SHUE,CAN,25871,22,93791
9/10/2019,67,CHEAM June Wei,MAS,25323,13,92796
9/10/2019,68,SUN Fei Xiang,CHN,24970,13,57762
9/10/2019,69,SOO Teck Zhi,MAS,24790,19,76106
9/10/2019,70,SOONG Joo Ven,MAS,24697,12,87117
9/10/2019,71,Yu IGARASHI,JPN,24220,15,64179
9/10/2019,72,Kodai NARAOKA,JPN,24150,10,62063
9/10/2019,73,Iskandar ZULKARNAIN,MAS,23720,13,31871
9/10/2019,74,Lucas CLAERBOUT,FRA,23540,20,89506
9/10/2019,75,Felix BURESTEDT,SWE,23050,16,83985
9/10/2019,76,LI Shi Feng,CHN,22860,8,95476
9/10/2019,77,Nhat NGUYEN,IRL,22788,18,85095
9/10/2019,78,Osleni GUERRERO,CUB,22759,11,52364
9/10/2019,79,Lakshya SEN,IND,22680,12,68870
9/10/2019,80,Luís Enrique PEÑALVER,ESP,22258,20,71221
9/10/2019,81,LIN Chun-Yi,TPE,22080,10,86114
9/10/2019,82,HSU Jen Hao,TPE,21880,9,67100
9/10/2019,83,Ade Resky DWICAHYO,AZE,21530,20,78890
9/10/2019,84,Brian YANG,CAN,21422,18,63122
9/10/2019,85,Kalle KOLJONEN,FIN,21128,21,92655
9/10/2019,86,Kai SCHAEFER,GER,20990,20,20808
9/10/2019,87,Ajay JAYARAM,IND,20280,14,55351
9/10/2019,88,Lino MUNOZ,MEX,20218,18,96461
9/10/2019,89,Raul MUST,EST,20149,16,51531
9/10/2019,90,REN Peng Bo,CHN,20100,11,91204
9/10/2019,91,Gergely KRAUSZ,HUN,19844,23,56755
9/10/2019,92,Eetu HEINO,FIN,19550,20,54484
9/10/2019,93,LIU Hai Chao,CHN,19300,8,97959
9/10/2019,94,Sergey SIRANT,RUS,18980,15,93878
9/10/2019,95,Artem POCHTAROV,UKR,18680,15,20301
9/10/2019,96,Michal ROGALSKI,POL,18217,21,53381
9/10/2019,97,Luka WRABER,AUT,18160,24,56274
9/10/2019,98,Rasmus MESSERSCHMIDT,DEN,17760,14,81860
9/10/2019,99,B. R. Sankeerth,CAN,17500,24,61819
9/3/2019,1,Kento MOMOTA,JPN,108318,17,89785
9/3/2019,2,CHOU Tien Chen,TPE,86098,20,34810
9/3/2019,3,SHI Yu Qi,CHN,83301,14,57945
9/3/2019,4,Anders ANTONSEN,DEN,72949,16,91554
9/3/2019,5,CHEN Long,CHN,72830,17,75787
9/3/2019,6,Jonatan CHRISTIE,INA,70058,19,73442
9/3/2019,7,Viktor AXELSEN,DEN,69508,12,25831
9/3/2019,8,SON Wan Ho,KOR,65150,11,54346
9/3/2019,9,Anthony Sinisuka GINTING,INA,64792,20,95661
9/3/2019,10,KIDAMBI Srikanth,IND,62130,16,93627
9/3/2019,11,NG Ka Long Angus,HKG,59142,18,45171
9/3/2019,12,Kenta NISHIMOTO,JPN,56913,20,85394
9/3/2019,13,LEE Zii Jia,MAS,56035,16,81561
9/3/2019,14,Kantaphon WANGCHAROEN,THA,55729,22,92508
9/3/2019,15,SAI PRANEETH B.,IND,51650,16,42776
9/3/2019,16,Sameer VERMA,IND,51389,18,77003
9/3/2019,17,Kanta TSUNEYAMA,JPN,50948,20,57823
9/3/2019,18,Tommy SUGIARTO,INA,49940,20,14587
9/3/2019,19,LIN Dan,CHN,49470,21,50906
9/3/2019,20,Jan O JORGENSEN,DEN,46980,16,54431
9/3/2019,21,LU Guang Zu,CHN,44419,18,77427
9/3/2019,22,Rasmus GEMKE,DEN,42251,16,62855
9/3/2019,23,HUANG Yu Xiang,CHN,41920,15,71261
9/3/2019,24,Sitthikom THAMMASIN,THA,41907,19,58963
9/3/2019,25,LEE Cheuk Yiu,HKG,40621,20,94780
9/3/2019,26,PRANNOY H. S.,IND,40535,18,83950
9/3/2019,27,Hans-Kristian Solberg VITTINGHUS,DEN,39740,17,53753
9/3/2019,28,LOH Kean Yew,SGP,39104,18,76115
9/3/2019,29,WANG Tzu Wei,TPE,39075,21,87375
9/3/2019,30,Khosit PHETPRADAB,THA,38460,19,29449
9/3/2019,31,WONG Wing Ki Vincent,HKG,38200,17,55280
9/3/2019,32,PARUPALLI Kashyap,IND,37310,18,53944
9/3/2019,33,Mark CALJOUW,NED,36629,21,76973
9/3/2019,34,Shesar Hiren RHUSTAVITO,INA,36504,15,81887
9/3/2019,35,LIEW Daren,MAS,36160,16,52864
9/3/2019,36,Suppanyu AVIHINGSANON,THA,35796,22,46874
9/3/2019,37,Brice LEVERDEZ,FRA,35454,20,52968
9/3/2019,38,Sourabh VERMA,IND,34839,15,25925
9/3/2019,39,LEE Dong Keun,KOR,34725,19,64933
9/3/2019,40,ZHAO Jun Peng,CHN,34185,16,95930
9/3/2019,41,Subhankar DEY,IND,34130,20,60967
9/3/2019,42,Rajiv OUSEPH,ENG,33342,13,51613
9/3/2019,43,Firman Abdul KHOLIK,INA,32530,12,61797
9/3/2019,44,Kazumasa SAKAI,JPN,32470,17,91280
9/3/2019,45,Misha ZILBERMAN,ISR,32464,22,52953
9/3/2019,46,Kunlavut VITIDSARN,THA,30600,11,64032
9/3/2019,47,HEO Kwang Hee,KOR,29577,14,68718
9/3/2019,48,Victor SVENDSEN,DEN,29520,14,59420
9/3/2019,49,Tanongsak SAENSOMBOONSUK,THA,29430,15,54513
9/3/2019,50,Thomas ROUXEL,FRA,29297,22,38500
9/3/2019,51,Ihsan Maulana MUSTOFA,INA,29168,15,74154
9/3/2019,52,Lucas CORVEE,FRA,28549,19,89416
9/3/2019,53,Koki WATANABE,JPN,28530,11,97174
9/3/2019,54,Toby PENTY,ENG,28099,14,88523
9/3/2019,55,Chico Aura DWI WARDOYO,INA,27950,17,71408
9/3/2019,56,ZHOU Ze Qi,CHN,27690,15,91093
9/3/2019,57,Ygor COELHO,BRA,27280,17,96429
9/3/2019,58,LIN Yu Hsien,TPE,27180,12,91665
9/3/2019,59,Toma Junior POPOV,FRA,26971,15,61628
9/3/2019,60,LEE Hyun Il,KOR,26850,9,11704
9/3/2019,61,Tien Minh NGUYEN,VIE,26465,13,14107
9/3/2019,62,Pablo ABIAN,ESP,26434,18,14251
9/3/2019,63,Kevin CORDON,GUA,26433,12,54897
9/3/2019,64,Vladimir MALKOV,RUS,25955,18,51682
9/3/2019,65,LU Chia Hung,TPE,25810,13,91254
9/3/2019,66,Jason Anthony HO-SHUE,CAN,25341,21,93791
9/3/2019,67,SUN Fei Xiang,CHN,24970,13,57762
9/3/2019,68,SOO Teck Zhi,MAS,24790,19,76106
9/3/2019,69,Yu IGARASHI,JPN,24220,14,64179
9/3/2019,70,Kodai NARAOKA,JPN,24150,10,62063
9/3/2019,71,Iskandar ZULKARNAIN,MAS,23720,13,31871
9/3/2019,72,SOONG Joo Ven,MAS,23537,11,87117
9/3/2019,73,Felix BURESTEDT,SWE,23050,16,83985
9/3/2019,74,LI Shi Feng,CHN,22860,8,95476
9/3/2019,75,Ajay JAYARAM,IND,22840,15,55351
9/3/2019,76,Osleni GUERRERO,CUB,22759,11,52364
9/3/2019,77,Lakshya SEN,IND,22680,12,68870
9/3/2019,78,CHEAM June Wei,MAS,22353,12,92796
9/3/2019,79,Lucas CLAERBOUT,FRA,22310,19,89506
9/3/2019,80,Luís Enrique PEÑALVER,ESP,22258,19,71221
9/3/2019,81,HSU Jen Hao,TPE,21880,9,67100
9/3/2019,82,LIN Chun-Yi,TPE,21740,10,86114
9/3/2019,83,Brian YANG,CAN,21422,18,63122
9/3/2019,84,Nhat NGUYEN,IRL,21278,17,85095
9/3/2019,85,Kalle KOLJONEN,FIN,21128,20,92655
9/3/2019,86,Kai SCHAEFER,GER,20990,19,20808
9/3/2019,87,Lino MUNOZ,MEX,20218,17,96461
9/3/2019,88,Raul MUST,EST,20149,15,51531
9/3/2019,89,REN Peng Bo,CHN,20100,11,91204
9/3/2019,90,Gergely KRAUSZ,HUN,19844,23,56755
9/3/2019,91,Ade Resky DWICAHYO,AZE,19830,20,78890
9/3/2019,92,Kim BRUUN,DEN,19320,16,96545
9/3/2019,93,LIU Hai Chao,CHN,19300,8,97959
9/3/2019,94,Sergey SIRANT,RUS,18980,15,93878
9/3/2019,95,Eetu HEINO,FIN,18950,19,54484
9/3/2019,96,Michal ROGALSKI,POL,18217,21,53381
9/3/2019,97,Artem POCHTAROV,UKR,18080,14,20301
9/3/2019,98,Luka WRABER,AUT,18010,23,56274
9/3/2019,99,Rasmus MESSERSCHMIDT,DEN,17760,14,81860
8/27/2019,1,Kento MOMOTA,JPN,108318,18,89785
8/27/2019,2,CHOU Tien Chen,TPE,87478,21,34810
8/27/2019,3,SHI Yu Qi,CHN,83301,15,57945
8/27/2019,4,Jonatan CHRISTIE,INA,73208,20,73442
8/27/2019,5,Anders ANTONSEN,DEN,72949,16,91554
8/27/2019,6,CHEN Long,CHN,72830,18,75787
8/27/2019,7,Viktor AXELSEN,DEN,69508,12,25831
8/27/2019,8,SON Wan Ho,KOR,67190,12,54346
8/27/2019,9,Anthony Sinisuka GINTING,INA,66172,21,95661
8/27/2019,10,KIDAMBI Srikanth,IND,62130,17,93627
8/27/2019,11,NG Ka Long Angus,HKG,59862,19,45171
8/27/2019,12,Kenta NISHIMOTO,JPN,58533,21,85394
8/27/2019,13,LEE Zii Jia,MAS,56035,17,81561
8/27/2019,14,Kantaphon WANGCHAROEN,THA,55729,23,92508
8/27/2019,15,SAI PRANEETH B.,IND,51650,16,42776
8/27/2019,16,Sameer VERMA,IND,51389,18,77003
8/27/2019,17,Kanta TSUNEYAMA,JPN,50948,20,57823
8/27/2019,18,Tommy SUGIARTO,INA,49940,20,14587
8/27/2019,19,LIN Dan,CHN,49470,21,50906
8/27/2019,20,Jan O JORGENSEN,DEN,46980,16,54431
8/27/2019,21,LU Guang Zu,CHN,44419,18,77427
8/27/2019,22,Rasmus GEMKE,DEN,42251,16,62855
8/27/2019,23,HUANG Yu Xiang,CHN,41920,15,71261
8/27/2019,24,Sitthikom THAMMASIN,THA,41907,19,58963
8/27/2019,25,LEE Cheuk Yiu,HKG,40621,20,94780
8/27/2019,26,WONG Wing Ki Vincent,HKG,40580,18,55280
8/27/2019,27,PRANNOY H. S.,IND,40535,19,83950
8/27/2019,28,Hans-Kristian Solberg VITTINGHUS,DEN,39740,17,53753
8/27/2019,29,WANG Tzu Wei,TPE,39675,22,87375
8/27/2019,30,Khosit PHETPRADAB,THA,39400,20,29449
8/27/2019,31,LOH Kean Yew,SGP,39104,18,76115
8/27/2019,32,PARUPALLI Kashyap,IND,37310,18,53944
8/27/2019,33,Mark CALJOUW,NED,36629,21,76973
8/27/2019,34,Shesar Hiren RHUSTAVITO,INA,36504,15,81887
8/27/2019,35,LIEW Daren,MAS,36160,17,52864
8/27/2019,36,Suppanyu AVIHINGSANON,THA,35796,22,46874
8/27/2019,37,Brice LEVERDEZ,FRA,35454,20,52968
8/27/2019,38,Sourabh VERMA,IND,34839,15,25925
8/27/2019,39,LEE Dong Keun,KOR,34725,19,64933
8/27/2019,40,ZHAO Jun Peng,CHN,34185,16,95930
8/27/2019,41,Subhankar DEY,IND,34130,20,60967
8/27/2019,42,Rajiv OUSEPH,ENG,33342,13,51613
8/27/2019,43,Firman Abdul KHOLIK,INA,32530,12,61797
8/27/2019,44,Kazumasa SAKAI,JPN,32470,17,91280
8/27/2019,45,Misha ZILBERMAN,ISR,32464,22,52953
8/27/2019,46,HEO Kwang Hee,KOR,31507,15,68718
8/27/2019,47,Kunlavut VITIDSARN,THA,30600,11,64032
8/27/2019,48,Victor SVENDSEN,DEN,29520,14,59420
8/27/2019,49,Tanongsak SAENSOMBOONSUK,THA,29430,15,54513
8/27/2019,50,Thomas ROUXEL,FRA,29297,22,38500
8/27/2019,51,Ihsan Maulana MUSTOFA,INA,29168,15,74154
8/27/2019,52,Lucas CORVEE,FRA,28549,19,89416
8/27/2019,53,Koki WATANABE,JPN,28530,11,97174
8/27/2019,54,Toby PENTY,ENG,28099,14,88523
8/27/2019,55,Chico Aura DWI WARDOYO,INA,27950,17,71408
8/27/2019,56,ZHOU Ze Qi,CHN,27690,15,91093
8/27/2019,57,Ygor COELHO,BRA,27280,17,96429
8/27/2019,58,LIN Yu Hsien,TPE,27180,12,91665
8/27/2019,59,Toma Junior POPOV,FRA,26971,15,61628
8/27/2019,60,LEE Hyun Il,KOR,26850,9,11704
8/27/2019,61,Tien Minh NGUYEN,VIE,26465,14,14107
8/27/2019,62,Pablo ABIAN,ESP,26434,18,14251
8/27/2019,63,Kevin CORDON,GUA,26433,12,54897
8/27/2019,64,Vladimir MALKOV,RUS,25955,18,51682
8/27/2019,65,LU Chia Hung,TPE,25810,13,91254
8/27/2019,66,Jason Anthony HO-SHUE,CAN,25341,21,93791
8/27/2019,67,SUN Fei Xiang,CHN,24970,13,57762
8/27/2019,68,SOO Teck Zhi,MAS,24790,19,76106
8/27/2019,69,Yu IGARASHI,JPN,24220,14,64179
8/27/2019,70,Kodai NARAOKA,JPN,24150,10,62063
8/27/2019,71,Iskandar ZULKARNAIN,MAS,23720,13,31871
8/27/2019,72,SOONG Joo Ven,MAS,23537,11,87117
8/27/2019,73,Felix BURESTEDT,SWE,23050,16,83985
8/27/2019,74,Ajay JAYARAM,IND,22840,15,55351
8/27/2019,75,Osleni GUERRERO,CUB,22759,11,52364
8/27/2019,76,Lakshya SEN,IND,22680,12,68870
